,Day,Hour,Minute,Disco,Backup,PV(kW),Battery_state,Battery_percent,Total_load_demand(kW),Price_multiplier,Additional_charge_multiplier
0,1,00,00,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9655,2.7969999999999993,1.279127788034529,1
1,1,00,01,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9309,2.8039999999999994,1.2800219703400406,1
2,1,00,02,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.8944,2.9729999999999994,1.3019960383970743,1
3,1,00,03,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.8533,3.3560000000000003,1.3547006288643448,1
4,1,00,04,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.8075,3.758,1.4148131795352943,1
5,1,00,05,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.7605,3.856,1.430285108519779,1
6,1,00,06,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.7116,4.017999999999999,1.4566168532302968,1
7,1,00,07,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.6603,4.225999999999998,1.4918815107955534,1
8,1,00,08,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.6072,4.3779999999999974,1.5187511108477982,1
9,1,00,09,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.5272,6.654999999999998,2.079918864097362,1
10,1,00,10,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.4717,4.578999999999998,1.5558050616010188,1
11,1,00,11,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.4139,4.773999999999999,1.593522720208864,1
12,1,00,12,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.3568,4.713999999999999,1.5817239464428945,1
13,1,00,13,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.2982,4.838999999999999,1.6065049821394994,1
14,1,00,14,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.2404,4.778999999999998,1.594513901847359,1
15,1,00,15,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.1816,4.854999999999998,1.6097331240188377,1
16,1,00,16,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.0981,6.950999999999998,2.1848632063410878,1
