,Day,Hour,Minute,Disco,Backup,PV(kW),Battery_state,Battery_percent,Total_load_demand(kW),Price_multiplier,Additional_charge_multiplier
0,1,00,00,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9939,2.7969999999999993,1.0405947707200964,1
1,1,00,01,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9878,2.8039999999999994,1.04070050149869,1
2,1,00,02,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9814,2.9729999999999994,1.0432596817728756,1
3,1,00,03,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9743,3.3560000000000003,1.0491063263170985,1
4,1,00,04,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9665,3.758,1.0553139190014644,1
5,1,00,05,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9585,3.856,1.0568383658969804,1
6,1,00,06,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9503,4.017999999999999,1.0593680508869008,1
7,1,00,07,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9417,4.225999999999998,1.062633852811928,1
8,1,00,08,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9329,4.3779999999999974,1.0650331627537342,1
9,1,00,09,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.92,6.654999999999998,1.1023177153399701,1
10,1,00,10,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9108,4.578999999999998,1.068222621184919,1
11,1,00,11,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.9013,4.773999999999999,1.0713351812143717,1
12,1,00,12,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.8918,4.713999999999999,1.0703755402449857,1
13,1,00,13,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.8822,4.838999999999999,1.072376735942326,1
14,1,00,14,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.8726,4.778999999999998,1.071415228972556,1
15,1,00,15,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.8629,4.854999999999998,1.0726334293301418,1
16,1,00,16,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.8496,6.950999999999998,1.1073571544407805,1
17,1,00,17,POWER OUT,BACKUP ONLINE,0.0,DISCHARGING,99.8363,6.950999999999998,1.1073571544407805,1
